job_link,job_title,company,job_location,first_seen,search_city,search_country,job_type,job_skills,job_loc_city,job_loc_state,job_level
https://www.linkedin.com/jobs/view/data-science-manager-at-plymouth-rock-assurance-3799187730,Data Science Manager,Plymouth Rock Assurance,"Woodbridge, NJ",2024-01-14,Long Branch,United States,Onsite,"Data Science Management, Predictive Modeling, Analytical Techniques, Insurance Pure Premiums, Customer Lifetime Value, Customer Buying Behaviors, Analytics, Price Setting, Underwriting, Product Strategies, Modeling Tests, Bayesian Statistics, Multivariate Predictive Models, Insurance, Financial Fields, SAS, R, Python",Woodbridge,NJ,Principle/Head/Manager
https://www.linkedin.com/jobs/view/principal-associate-data-science-at-capital-one-3774773863,"Principal Associate, Data Science",Capital One,"Cambridge, MA",2024-01-14,Brockton,United States,Onsite,"Data Science, Statistical modeling, Relational database, Machine learning, Python, Conda, AWS, H2O, Spark, Jupyter Notebook, Tableau, Power BI, SQL, NoSQL, Hadoop, Hive, Pig, Flume, Sqoop, Oozie, HBase, Cassandra, MongoDB, Data Mining, Data Warehousing, Data Visualization, Data Analysis, Data Interpretation, Analytical Skills, ProblemSolving Skills, Communication Skills, Teamwork Skills, Bachelor's Degree, Master's Degree, PhD, 5+ years of experience in data analytics, 3+ years of experience in Python Scala or R, 3+ years of experience with machine learning, 3+ years of experience with SQL, AWS certification",Cambridge,MA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/manager-customer-growth-insights-data-scientist-kroger-albertsons-channel-at-mondel%C4%93z-international-3766390617,"Manager, Customer Growth Insights: Data Scientist (Kroger / Albertsons Channel )",Mondelēz International,"Cincinnati, OH",2024-01-14,Covington,United States,Onsite,"Data Science, Statistics, Mathematics, R, Python, SQL, SAS, PowerBI, Azure DevOps, Algorithms, Models, Data Analysis, Data Interpretation, Data Cleaning, Data Validation, Data Visualization, Predictive Analytics, Verbal Communication, Written Communication, Bachelor's Degree, Master's Degree, 5+ Years of Experience",Cincinnati,OH,Principle/Head/Manager
https://www.linkedin.com/jobs/view/principal-data-scientist-growth-at-atlassian-3791145126,"Principal Data Scientist, Growth",Atlassian,"San Francisco, CA",2024-01-16,Concord,United States,Onsite,"Data Science, Quantitative Analysis, Experimentation, Statistical Concepts, SQL, Python, R, Tableau, RShiny, Microstrategy, SAP Business Objects, Looker, Regressions, A/B Tests, Clustering, Probability, SaaS Business Model, Storytelling Techniques, WellWritten Content, Thought Partnering, Geographic Pay Zones, Health Coverage, Paid Volunteer Days, Wellness Resources",San Francisco,CA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/portfolio-manager-ii-office-of-health-information-and-data-science-at-washington-university-in-st-louis-3736333422,Portfolio Manager II - Office of Health Information and Data Science,Washington University in St. Louis,"St Louis, MO",2024-01-14,Belleville,United States,Onsite,"Research management, Clinical trials management, Project management, Strategy development, Data management, Research coordination, Research portfolio management, Scoping, Planning, Implementation, Healthcare experience, Clinical trials experience, Bachelor's degree, University experience, Academic medical centers experience, Industry experience, Interpersonal communication, Written communication, Verbal communication",St Louis,MO,Principle/Head/Manager
https://www.linkedin.com/jobs/view/manager-data-science-card-fraud-detection-at-capital-one-3774777389,"Manager, Data Science - Card Fraud Detection",Capital One,"McLean, VA",2024-01-17,Manassas,United States,Onsite,"Data Science, Machine Learning, Python, Conda, AWS, H2O, Spark, Clustering, Classification, Sentiment Analysis, Time Series, Deep Learning, Relational Databases, Data Analytics, Statistical Modeling, Data Mining, Data Retrieval, Data Cleaning, Data Wrangling, Data Visualization, SQL, XGBoost, pySpark, Regression, Anomaly Detection, Feature Selection, DataDriven Decision Making",McLean,VA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/manager-data-scientist-compliance-risk-at-capital-one-3774777552,"Manager, Data Scientist - Compliance Risk",Capital One,"Richmond, VA",2024-01-13,Montpelier,United States,Onsite,"AI, Machine Learning, NLP, OCR, Python, Conda, AWS, H2O, Spark, Relational databases, Data analytics, Opensource programming languages, Large scale data analysis, SQL, Scala, R, Natural language processing, STEM, Hadoop",Richmond,VA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/senior-data-scientist-manager-at-google-3797082720,Senior Data Scientist Manager,Google,"Kirkland, WA",2024-01-13,Everett,United States,Onsite,"Statistics, Data Science, Mathematics, Physics, Economics, Operations Research, Engineering, Python, R, SQL, Database querying, Statistical analysis, People management, Technical leadership, Product development, Data infrastructure, Data modeling, Mathematical modeling, Data gathering, Data extraction, Data compilation, Data validation, Data analysis, Machine learning, Artificial intelligence, Business intelligence, Data visualization, Communication, Collaboration, Problem solving, Analytical thinking, Critical thinking, Creativity, Innovation",Kirkland,WA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/principal-data-scientist-at-adp-3803846347,Principal Data Scientist,ADP,"Roseland, NJ",2024-01-12,Bound Brook,United States,Onsite,"Data Science, Machine Learning, Python, R, Scala, Tableau, Design Patterns, Data Structures, Databricks, H2O.ai, Sagemaker, SQL, Distributed Computing, Sklearn, Matplotlib, Seaborn, XGBoost, Random Forest, Logistic Regression, Shapley, Lime, Deep Learning, Neural Network, LLM, ETL, Snaplogic, Mulesoft, Informatica, Stitch, NoSQL, Sales/Marketing Domain, Tableau, Visualization, Courageous Team Collaboration, Epic Scale Delivery, Curious Learning, Act Like an Owner & Doer, Giving Back to Others, Equality and Equity, Ethical Conduct",Roseland,NJ,Principle/Head/Manager
https://www.linkedin.com/jobs/view/data-scientist-translational-data-science-principal-scientist-at-hifibio-therapeutics-3798891357,"Data Scientist, Translational Data Science (Principal Scientist)",HiFiBiO Therapeutics,"Cambridge, MA",2024-01-12,Beverly,United States,Onsite,"Data Science, Machine Learning, AI, Statistical Programming, Single Cell Sequencing, RNA sequencing, Biomarkers, Variant Calling, Generative AI, Data visualization, Data Management, Data Integration, Multimodal data, Computational biology, Bioinformatics, Deep learning, Python, R/bioconductor, Genomics, Transcriptomics",Cambridge,MA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/principal-data-scientist-at-verizon-3803371911,Principal Data Scientist,Verizon,"Ashburn, VA",2024-01-12,Manassas,United States,Onsite,"Big Data technologies, Telecommunications, Data Communications, Customer Requirements, Interdisciplinary Team Environment, System Solutions, Agile methodologies, Test Plans, Predictive Analytics, Machine Learning, Deep Learning, TensorFlow, H20, PyTorch, Scikit Learn, Spark, Hive, NLP, Bi/Visual Analytics, Graph Databases, PySpark, SparkR, Java, Python, Scala, Data Extraction, Data Transformation, Data Loading, Virtualization, Containerization, DevOps, CI/CD, Atlassian, Bitbucket, Jira, Confluence, R, Apache NiFi",Ashburn,VA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/manager-data-scientist-ai-foundations-personalization-at-capital-one-3774776461,"Manager, Data Scientist - AI Foundations, Personalization",Capital One,"Richmond, VA",2024-01-13,Montpelier,United States,Onsite,"PyTorch, Keras, TensorFlow, Scikitlearn, Transformers, Deep Learning, Natural Language Processing, Machine Learning, Data Analytics, Data Science, Python, Recommendation Systems, Engineering, CrossFunctional Team, Product Management, Business Goals, Data Visualization, Machine Learning Models, Business Intelligence, Communication, LargeScale Systems, Software Development, Leadership, Customer Centricity, Innovation, Creativity, STEM Degree, Hypothesis Formulation, Programming Languages",Richmond,VA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/manager-data-science-cloud-operations-products-at-atlassian-3798688881,"Manager, Data Science, Cloud Operations Products",Atlassian,"Austin, TX",2024-01-13,Austin,United States,Onsite,"People Management, Data Science, Analytics, Applied Statistics, Quantitative Analysis, CustomerFacing Products, Customer Support, Ambiguity Tolerance, Senior Leadership Collaboration, CrossFunctional Teamwork, Strategic Problem Solving, Humble Leadership, DataDriven Decision Making, SQL, R/Python, Data Instrumentation, Advanced Analytics, Roadmap Planning, Sprint Planning, Project Management, DataInformed Decision Making, Fast Learning, New Ideas Generation, Statistics, Experimentation, Measurement, Data Modeling, A/B Testing, Agile Methodology, Git",Austin,TX,Principle/Head/Manager
https://www.linkedin.com/jobs/view/portfolio-manager-i-office-of-health-information-and-data-science-at-washington-university-in-st-louis-3782412597,Portfolio Manager I - Office of Health Information and Data Science,Washington University in St. Louis,"St Louis, MO",2024-01-13,Ferguson,United States,Onsite,"Healthcare, Research management, Regulatory documents, Research materials, Clinical trials, Patient management, Patient recruitment, Data management, Communication skills, Interpersonal skills, Verbal communication, Written communication, Bachelor's degree, Master's degree, Health insurance, Retirement savings, Paid time off, Family care resources, Tuition coverage",St Louis,MO,Principle/Head/Manager
https://www.linkedin.com/jobs/view/data-science-manager-at-citgo-3743629641,Data Science Manager,CITGO,"Houston, TX",2024-01-13,Baytown,United States,Onsite,"Data science, Software engineering, Machine learning, Communication, Project management, Optimization solutions, Predictive analytics, Exploratory analytics, Thought leadership, Augmented decision making, ML/AI, Data visualization, Datadriven solutions, Business drivers, Analytical insights, Cloud computing platforms, Azure, AWS, Python, R, SQL, Data privacy, Security, Governance regulations, Project timelines, Budgets, Resources, Written communication, Verbal communication, Datadriven solutions, Predictive models, Machine learning algorithms, Data visualization dashboards, Data analysis, Data discovery, Data storage, Data processing, Data protection, High quality data, Data documentation, Data management, Regulatory requirements, Organizational requirements, New techniques, New technologies, New tools, Professional development, Trade publications, Collaboration",Houston,TX,Principle/Head/Manager
https://www.linkedin.com/jobs/view/head-data-science-training-consultation-at-stanford-university-3784028510,"Head, Data Science Training & Consultation",Stanford University,"Stanford, CA",2024-01-13,Santa Clara,United States,Onsite,"Data Science, Python, R, Command line, Shell scripting, Instructional material development, Pedagogic goal setting, Learning outcome measurement, Text & data mining, Topic modeling, Word embedding, LLMs, Online education, Teaching, Communication, Interpersonal skills, Cuttingedge technologies, Academic community interaction, Time management, Project management, Customer service, Stata, SPSS, NVivo, AtlasTi, Spatial data, Rasterio, Geopandas, GDAL",Stanford,CA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/senior-manager-global-biometrics-and-data-sciences-at-bristol-myers-squibb-3798605224,"Senior Manager, Global Biometrics and Data Sciences",Bristol Myers Squibb,"New Jersey, United States",2024-01-13,Lakehurst,United States,Onsite,"Biostatistics, SAS, R, Python, Clinical Trial Design, Data Analysis, Data Interpretation, Statistical Analysis, Programming, Data Manipulation, Graphing, Simulation, Regulatory Requirements, CrossFunctional Teams, Neurology, Scientific Computing, Advanced Statistical Methods, Protocol Development",New Jersey,United States,Principle/Head/Manager
https://www.linkedin.com/jobs/view/sr-manager-data-scientist-biopharma-at-pfizer-3772251170,"Sr. Manager, Data Scientist - Biopharma",Pfizer,"San Francisco, CA",2024-01-13,Novato,United States,Onsite,"Data Science, Predictive Modeling, Statistical Analysis, DataDriven Decision Making, PatientCentric Solutions, Thought Partnership, Strategic Goal Understanding, Data Visualization, Statistical Methodologies, HypothesisDriven Analyses, Machine Learning Algorithms, Optimization Algorithms, Data Science Pipelines, Data Processing, Big Data Analytics, Data Warehousing, Data Mining, Hadoop, Spark, SQL, Python, Scala, Java, R, Tableau, Dash, Angular, Relational Databases, Distributed Systems, Snowflake, Databricks, Tableau, Dash, Angular, Economics, Statistics, Applied Econometrics, Operations Research, Industrial Engineering, Engineering, Computer Science",San Francisco,CA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/principal-data-science-engineer-at-experis-3668416511,Principal Data Science Engineer,Experis,"Bay Lake, FL",2024-01-12,Avondale,United States,Onsite,"Medical, Dental, Vision, 401k, Weekly pay, Direct deposit, Consultant Care support, Free Training, Career Partner",Bay Lake,FL,Principle/Head/Manager
https://www.linkedin.com/jobs/view/head-of-data-science-at-bse-global-3685832393,Head of Data Science,BSE Global,"Brooklyn, NY",2024-01-13,Long Branch,United States,Onsite,"Data Science, Predictive Analytics, Prescriptive Analytics, Artificial Intelligence, Machine Learning, Data Analysis, Modeling, Data Science Strategy, Team Leadership, Machine Learning Engineering, Analytics Instrumentation, Experimentation, Cloud Environments, AWS, Communication, Stakeholder Management, Innovation, Cultural Leadership, Python, R, Relational Databases, Master's Degree in Computer Science, Master's Degree in Statistics, Master's Degree in Data Science, Bachelor's Degree in Computer Science, Bachelor's Degree in Statistics, Bachelor's Degree in Data Science",Brooklyn,NY,Principle/Head/Manager
https://www.linkedin.com/jobs/view/principal-sr-principal-digital-innovation-data-scientist-11741-at-northrop-grumman-3795914061,Principal / Sr. Principal Digital Innovation Data Scientist - 11741,Northrop Grumman,"Roy, UT",2024-01-12,Layton,United States,Onsite,"Data science, Hypothesis generation and testing, Pandas / tidyverse, Scikitlearn, Keras, Eigenvectors, ETL, Statistical modeling, Bayesian Inference, ANOVA, Scientific method, Experimental design, SQL, Neo4J, TensorFlow, PyTorch, NLTK, Transformers and LLMs, PyStan, MC3, PyRo, RStan, BRMS, Scikitlearn, SciPy",Roy,UT,Principle/Head/Manager
https://www.linkedin.com/jobs/view/data-engineering-manager-data-science-at-adobe-3792813337,"Data Engineering Manager, Data Science",Adobe,"San Jose, CA",2024-01-17,Livermore,United States,Onsite,"Data engineering, Data architecture, Data science, Python, SQL, BI platforms (i.e. Power BI Tableau Looker), Data warehousing, ETL/ELT processes, Data integration platforms (i.e. Airflow MuleSoft SnapLogic), Cloud platforms (i.e. Azure AWS GCP), Databricks, Web analytics platforms (i.e. Adobe Analytics Google Analytics), Problemsolving, Communication, Presentation, Leadership, Project management, People management, Data governance, Data compliance, Data quality",San Jose,CA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/manager-data-scientist-biopharma-at-pfizer-3785634231,"Manager, Data Scientist - Biopharma",Pfizer,"San Francisco, CA",2024-01-12,Novato,United States,Onsite,"Data science, Predictive modeling, Statistical analysis, Endtoend solutions, Business insights, Datadriven organization, Thought partner, Strategic goals, Subject matter expertise, Impacful insights, Business decisions, Patient benefits, Compass, Decision support, Enterprise, Rigorous analytical expertise, Dynamic, Exciting, Subjectmatter experts, Diverse, Market research, Digital analytics, Finance, Consulting, Iteratively, Rapidly, Open feedback, Debate, Data science, Team sport, Independent decisionmaking, Smart risks, Data science, Brand, US Commercial, Business, Digital teams, Models, Insights, Data products, Strategic priorities, Product/brand strategy, Therapeutic area, Crossfunctional teams, Growth opportunities, Data requirements, Critical metrics, Data products, Experiments, Adoption, Business performance, Patient experience, Hypothesisdriven, Exploratory analyses, ML algorithms, Optimization engines, Data solutions, New technologies, Data science, Data engineering, Technical capabilities, Insights, Senior management, Businessfocused takeaways, Bachelor’s degree, 5+ years of experience, Masters Degree, 3+ years of experience, PhD, 02 years of experience, Engineering, Economics, Statistics, Computer science, Applied Econometrics, Machine Learning, Analytics, Mathematics, Operations Research, Industrial Engineering, Relational databases, SQL, Hadoop, Snowflake/Databricks, Python, Scala, Java, R, ML algorithms, Classification, Regression, Clustering, Anomaly detection, Statistical methodologies, Bayesian, Nonparametric techniques, Hypothesis testing, ANOVA, Regression, Fixed and random effects, Experiments, Big data, Hadoop, Spark, Python, SQL, Clickstream, Unstructured data, Business insights, Data visualization, Dash, Tableau, Angular, Communication skills, Senior business executives",San Francisco,CA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/data-science-manager-at-university-of-chicago-3679902414,Data Science Manager,University of Chicago,"Chicago, IL",2024-01-13,Chicago,United States,Onsite,"Python, R, Machine learning, Supervised learning, Tabular data, Ensemble methods, Penalized linear models, Program evaluation, Causal inference, Data analysis, Data science best practices, Coding standards, Data processing tools, Statistical design, Research proposals, Complex data sets, Data manipulation, Statistical applications, Programming, Data modeling, Data visualization, Communication skills, Project management, Team work, Attention to detail",Chicago,IL,Principle/Head/Manager
https://www.linkedin.com/jobs/view/principal-clinical-data-scientist-focus-on-programming-at-boehringer-ingelheim-3671081347,Principal Clinical Data Scientist - Focus on Programming,Boehringer Ingelheim,"Ridgefield, CT",2024-01-13,Montrose,United States,Onsite,"Data science, Statistical analysis, Data transformation, Machine learning, Artificial intelligence, R, Python, SAS, SQL, Hadoop, Data mining, Clinical trials, Drug development, GCP, GLP, ICH guidelines, FDA regulations, Clinical research, Bioinformatics, Genomics, Proteomics, Translational medicine, Pharmacoeconomics, Health outcomes research, Team leadership, Communication skills, Problemsolving skills, Critical thinking skills, Analytical skills, English language proficiency",Ridgefield,CT,Principle/Head/Manager
https://www.linkedin.com/jobs/view/principal-data-scientist-at-intuit-3739153551,Principal Data Scientist,Intuit,"Atlanta, GA",2024-01-12,Georgia,United States,Onsite,"Machine Learning, NLP, Statistics, Optimization, ML pipelines, ML processes, ML design patterns, SQL, R, Scala, Python, SPlus, Leadership, Communication, Data Science, Data Analysis, ROI considerations",Atlanta,GA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/senior-manager-data-science-at-pfizer-3777359454,"Senior Manager, Data Science",Pfizer,"Pearl River, NY",2024-01-13,Oak Ridge,United States,Onsite,"SAS programming, R programming, SQL, Data science, Statistical programming, Data analysis, Software development, System administration, Web technologies, Oracle, Java, LIMS, R Shiny, Regulated documentation, Test scripts, Leadership, Collaboration, Coaching, Mentoring, Influence, Business impact",Pearl River,NY,Principle/Head/Manager
https://www.linkedin.com/jobs/view/manager-data-science-model-risk-office-at-capital-one-3774779162,"Manager, Data Science, Model Risk Office",Capital One,"Richmond, VA",2024-01-13,Montpelier,United States,Onsite,"Python, Conda, AWS, Spark, Relational databases, Machine learning, Statistical modeling, Data analysis, Big data, Data science, Data governance, Risk management, Cloud computing, SQL, Scala, R, Financial crime detection, Fraud detection, Antimoney laundering, Statistics, Clustering, Classification, Sentiment analysis, Time series analysis, Deep learning, Software engineering, Product management, Interpersonal skills, Presentation skills, Research skills, Analytical skills, Problemsolving skills, Creativity, Innovation, Bachelor's Degree, Master's Degree, PhD, STEM",Richmond,VA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/principal-statistician-data-scientist-at-unc-health-3790974637,Principal Statistician/Data Scientist,UNC Health,"Morrisville, NC",2024-01-15,Raleigh,United States,Onsite,"Deep Learning, Generative AI, Responsible AI, Data Analysis, Data Science, Statistical Methods, Model Development, Analytical Solutions, EnterpriseClass Analytic Models, Data Visualization, Analytics Insights, Scalable Processes, Reporting, Analytic Proposals, Requirements Gathering, Clinical Analyses, Domain Knowledge, Inferential Statistics, Multivariate Regression, Clustering, Neural Networks, Predictive Modeling, Forecasting, Machine Learning, Data Mining, Optimization Algorithms, SQL, Java, .NET, Analytical Programming, SQL Query Programming, Project Management, Communication, Documentation, Organizational Skills, Analytical Skills, Problem Solving, Mathematical Skills, Statistics, Data Mining/Machine Learning, Optimization, Interpersonal Skills, Facilitation Skills",Morrisville,NC,Principle/Head/Manager
https://www.linkedin.com/jobs/view/expression-of-interest-data-science-manager-at-fingerprint-for-success-f4s-3789018770,Expression of Interest: Data Science Manager,Fingerprint for Success (F4S),"New York, United States",2024-01-13,Hamilton,United States,Onsite,"Work style assessment, Predictive analytics, Motivations, Behaviors, Performance, Personal, Team",New York,United States,Principle/Head/Manager
https://www.linkedin.com/jobs/view/senior-manager-data-science-imaging-ai-at-bristol-myers-squibb-3798129830,"Senior Manager, Data Science, Imaging AI",Bristol Myers Squibb,"New Jersey, United States",2024-01-13,Lakehurst,United States,Onsite,"Data Science, Machine Learning, Deep Learning, Computer Vision, Transformers, Self Supervised Learning, Statistical Modeling, Clinical Trial Data Interpretation, Drug Development Processes, Python, PyTorch, Clinical Research, Data Mining, Data Visualization, Algorithms, Translational Medicine, Statistical Methods, Trial Designs, Digital Health Analytics, Predictive Modeling, Automated Processes, Research, Statistical Innovation, High Dimensional Data, Artificial Intelligence, Electronic Health Records, Pharmacology, R&D",New Jersey,United States,Principle/Head/Manager
https://www.linkedin.com/jobs/view/data-science-manager-at-jobs-for-humanity-3793291239,Data Science Manager,Jobs for Humanity,"Arlington, VA",2024-01-13,Alexandria,United States,Onsite,"Data Science, Analytics, Project Management, Client Relationships, Agile Methodology, IBM Engineering Workflow Management, Presentation Skills, Business Development, Professional Development, US Citizenship, Public Trust, Bachelor's Degree, Data Science Experience, Remote Work, Travel, Secret Clearance, Master's Degree, Federal Defense & Security Experience, Competitive Compensation, Flexible Benefits, Medical Insurance, Dental Insurance, Vision Insurance, Sick Leave, Paid Holidays, Incentive Bonus, Parental Leave, Adoption Assistance, Retirement Plan, Life Insurance, Disability Insurance, Student Loan Paydown, Tuition Reimbursement, Skills Development, Certifications, Employee Referral Program, Community Outreach, Emergency Childcare, Mobility Stipend",Arlington,VA,Principle/Head/Manager
https://www.linkedin.com/jobs/view/senior-manager-data-science-multiple-openings-ihm-at-discover-financial-services-3779300872,Senior Manager Data Science (multiple openings) - IHM,Discover Financial Services,"Riverwoods, IL",2024-01-13,Rutland,United States,Onsite,"Data Science, Business Analytics, Statistics, Mathematics, SQL, Microsoft Office, Excel, PowerPoint, Tableau, Big data platforms, Cloudbased solutions, Teradata, Snowflake, Tableau, Data analytics, Machine learning, Management, Project management, Resource allocation, Performance assessment, People management",Riverwoods,IL,Principle/Head/Manager
